id,conversation_id,customer_query,gold_intent,gold_escalation,gold_escalation_reason,reference_resolution,difficulty,annotator,annotation_date,verification_status
GOLD_074,3e0834d7c3e9c294cf273964570829c5,"hey! My music app doesn't work after iOS 11 update, it crashes right after I open the app. need support.",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_075,36e5cd71692ccaae2521df0611ff97d5,My iPhone runs out of battery so fast it's ridiculous 😡 you better fix this,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_076,72379e44ec3062c723d39acf153853c0,This new update is DRAINING my battery!,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_077,8b280b7384b4d2d1de5f4587382301b9,This new #iPhone update is some bs. Phone hasn't been acting right since I did it.,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_078,11154cc9c7a17501e32cc6a019fb7192,left house from 100% battery Life when I went workplace just 20 minuets journey battery gone 90% #Apple hate #iOS11 fixed f***,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_079,7cc2e17086de01fe69e943226e8eb9b6,"new update is terrible. My brand new iPhone keeps freezing repeatedly. I've had an iPhone for years, never happened",CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_080,b88e8eb3e7d033832f22cf5fe5aa4e4f,When is the update to fix this update?,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_081,3e52e6da16f4e4051fb977b95464e41d,My iPhone 7+ is now the most expensive paperweight I have ever owned. Thanks new update. 😖😑 #Apple #Update #NothingWorksAnymore,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_082,8db3b2a2afa792d1d10581def0d68d1a,the new iOS is making my phone freeze!,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_083,47bb4b853cbd2386c5d2d8035e397f2a,Sitting with my iPhone plugged into the charger and its battery is slowly going down. Great logic there,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard battery charging and cable/port troubleshooting available.,"Inspect charging port for lint or debris, test alternative wall outlet and cable, and verify Settings > Battery to identify high-drain background apps.",MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_084,171d21af78f87591f09d44a0fed2332c,why has outlook been blocked with the new macOS High Sierra update on my Mac? Says unsupported but no way of updating app!?,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,Third-party application 64-bit compatibility guidance on macOS High Sierra.,Advise checking Microsoft AutoUpdate or updating Office 2016 for Mac to ensure 64-bit compatibility with macOS High Sierra.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_085,5ed38859f337c6d7e06359c3f5d53a1c,Thank you to the new #iOS11 update. My #iPhone barely made it till 6pm,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_086,475220754d77ad262817edb657678a06,Has killed the IPhone 6 with IOS 11 my phone had slowed down so much! It's pain ful,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_087,2120377d94e249946387e181fb5754d9,Nope. Mine was off. Battery still draining super fast w/ iOS11.,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_088,ef42c277042ecd3e728823c0d2fb7d36,"Hey , my iPhone keeps freezing in each app &amp; turning off with iOS 11.0.2 pls fix it. Thx.",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_089,1d0c4a0a5daed60c94b9b2106d1106d7,The experience can be tough sometimes. Any help https://t.co/r2LJkpUHqH,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_090,d514dd4ab63af770077de99e31edbeb8,Just restored my iPhone to my latest iCloud backup after removed the ability to hide comments on LIVE videos. 🤦🏽‍♀️,CUSTOMER_FEEDBACK_COMPLAINT,AUTO_HANDLE,Third-party app broadcast feature change inquiry; standard social media guidance.,"Clarify that in-app broadcast comment visibility is managed by the third-party app developer, and confirm iOS backup restored successfully.",MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_091,fb9d21120419e366290b9d4807dc34d4,on iOS 11.02 iPhone 6 Plus restored to factory settings still have white screen &amp; lag when opening apps. Any help appreciated https://t.co/WYGzGTSRCd,IOS_SOFTWARE_UPDATE,ESCALATE,Persistent unresolved OS bug or bricked update requires tier-2 engineering specialist.,"Apologize for ongoing disruption, request device model and build number in DM for specialized review.",HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_092,fdf020fcfcca7ed8cbd0d5132a57eb9a,iOS 11 sucks!!! iPhone switches off af 70% battery. Calls not gettting through. Too many probs. Is that how you revolutionize?,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_093,cb57b7cc7e9d7bcc6e9c8e97c5ae0b8d,"This IOS 11.0.2 update is trash. get it together! Phone has been freezing all day, apps tripping. I'm livid. https://t.co/RhSUtLZu6l",CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_094,b9b2e60d297a8661834bad22533e7155,My ios 11.0.2 loses the wi fi,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_095,0fc88b4454fbeebf31936eee698b7e2e,"I have trouble often not seeing the media player widget in lock screen from ie . cant control vol, too. latest iOS 11!",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_096,5542efcd39ea5827380e9db1a1237f7e,omg #frustrated since the new iOS update phone doesn't work properly. Can't upload photos as says iCloud problem 😡,APPLE_ID_AND_ICLOUD,ESCALATE,"Account recovery, credential resets, and 2FA authentication cannot be safely resolved over public social channels.",Direct to iforgot.apple.com for self-service credential recovery or invite to DM for account status review.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_097,0209d640cec7124abae2f023ae4d739e,"Ok, , please explain this. Playback came from iPhone speakers. https://t.co/67JPCOWSZ7",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_098,e79c6277116a2f651b5f8ed03eee5f62,My iPhone is slower than dial up since the new iOS update.,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_099,b0ae19787c5c9eb79d6c275025345eba,Ever since the update my Mom and I's phones haven't been working correctly. Text/Siri aren't working. Who do we contact?,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,Siri and iMessage connectivity troubleshooting steps available on-device.,"Advise checking Settings > Siri & Search, toggling iMessage off and on in Settings > Messages, and performing a force restart.",EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_100,e389eb57efc577ba2b722aef7fb41830,your update sucks. FaceTime doesn't work anymore. One of the main reasons to have an iPhone..,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_101,6128bcddfcdf6c9d0d62c6f9a683e517,screen went black. Reset photo came back. WTF? https://t.co/yABpvf2NEn,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_102,954f557d9f0a9c478e09630f394c3023,If I buy the watch with cellular will it work on bluetooth/Wi-Fi until @O2 start stocking it in their line up?,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,Apple Watch standalone vs Bluetooth/Wi-Fi paired connectivity guidance.,Confirm Apple Watch Series 3 GPS + Cellular functions as a standard Bluetooth/Wi-Fi watch paired with iPhone even without an active carrier plan.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_103,7e16f85e0cf205e7c2c24c60657aa778,An iPhone that I bought 5 months ago shouldn't have its battery go from 100 to 93 in 12 MINUTES. What the hell! #ios11,BATTERY_AND_HARDWARE,ESCALATE,Persistent battery failure despite replacement requires advanced hardware diagnostics.,Direct customer to Genius Bar battery diagnostic.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_104,541db6e2d42088d160d6df259eb1adf8,my iPhone 7 runs worse after updating to ios11,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_105,6fb6f0849187d8eb942fb80654089128,Since latest update my iPhone battery has been utterly destroyed. stop sabotaging my phone to make me buy a new one,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_106,e61b16a8092402413d6a0f01e9eb9e1c,SOME ASSHOLE HACKED INTO MY ITUNES AND BOUGHT A BUNCH OF EMO MUSIC WTF https://t.co/PNqNuP8m9b,APP_STORE_AND_BILLING,ESCALATE,Unauthorized account access and fraudulent iTunes purchases require immediate account recovery and billing specialist refund review.,"Urge immediate password change at appleid.apple.com, guide to reportaproblem.apple.com to dispute charges, and route to DM for fraud investigation.",MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_107,22b64c79cfc67383ddcf88eb6c59721c,"Hey this new update sucks ! Phone freezing, battery dead, all bad. First time ever considering",BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_108,ec10fb88c8d5d2d9e89e3b84f87da67a,Y'all gotta do better next time.,CUSTOMER_FEEDBACK_COMPLAINT,AUTO_HANDLE,General feedback expressing dissatisfaction without specific actionable technical fault.,"Acknowledge feedback politely, affirm dedication to quality, and invite customer to DM if experiencing specific issues.",MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_109,37e170505195a18f41fefa7b7f71796e,why does the new update drain the battery so quick?!?,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_110,9ef5a95434d1ffbd0c6216dd7c74334d,S/O to iOS 11 for turning my two month old iPhone 7 into a piece of shit,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_111,ea91bf58d3712691b09950a423a97574,"If a business has definitely had a name change and located at the same address, how long does it take for that to be changed in the Maps App?",DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_112,3f041c4dfc23ee460ca9a69193e3fca8,I'm trying to get Apple care for my watch but I can't open the diagnostics. I open the link but it doesn't open anything :( https://t.co/PCr1wBmMk2,APP_STORE_AND_BILLING,ESCALATE,Failure of remote hardware diagnostic link during AppleCare enrollment requires human specialist assistance.,"Advise opening the diagnostic link directly in Safari on paired iPhone, or route to DM for AppleCare specialist to assist with enrollment.",MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_113,1a1f59ddd45e8542d98bc4a7b52e0302,"I don't see the fix for ""sucking the life out of my battery with these updates"" issue... https://t.co/Wtz3xPevpW",BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_114,6273d12dacb4505c89dafe057f199c8c,mate my iPhone is a complete bag of wank since updating to the new iOS 😩 keeps freezing and crashing my phone. sort your life,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_115,c8348dd2b8ddc1a429a1efb8caf6c1de,fix this my phone has been dying faster since I updated,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_116,4a41fc2c7417a87907b54cb0b70ca70b,Is #apple planning on another update since the latest one is draining batteries like crazy?,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_117,89fdbaf3d8b4ef2d18936eb9dcd6b8eb,ever since I downloaded the latest ios update my phone has been lagging and freezing...unfuck your self,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_118,5393c883c8b57bcb027c88341bdd542e,My macbook pro battery has fully stopped working overnight... it is a 2015... is this typical? #MacBookPro,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_119,5a3dc337db175ea7b3cf06939c8a96fd,"Cupertino, we have a problem. Batt fully charged @ 930am, dead by 330. ⚡️""iOS11 can suck your battery dry 🔋",BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,"Recommend checking Settings > Battery > Battery Health, reviewing battery usage by app, and optimizing Background App Refresh.",MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_120,825867f18a089833e099207a56d43568,"any suggestions? Was even hooked up to charge but not showing on my phone as charging, and it's not a dudf cable https://t.co/W10DsZYVim",APP_STORE_AND_BILLING,ESCALATE,"Financial billing disputes, refund requests, and credit card charges require private identity and account verification.",Guide user to reportaproblem.apple.com to inspect charges or invite to DM for secure billing review.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_121,767bf9921d4ee3ba6b1b3a21551e2554,"hi updated my phone today, when I play music from Spotify, soundcloud etc they do not show in my control centre?",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_122,45d20aada41fe399181f68bf58ee8951,I'm tired of my phone dying fast. Fix this issue!,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_123,d6ffb8fb403fd71aa05131cca9f8ec9e,Anyone else having portrait/landscape orientation issues in the new iOS? Portrait mode lock function doesn't seem to work. (cc: ),CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_124,7c907701ff1ea0e5235dd07c56c6b0e6,مشكلة البطارية في #ios11 مستمرة والآن وصلت الى iphone 8 plus مع التحديث الأخير 11.0.2 !!,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_125,91db24deb40142f118ab4f106d4a9786,"help, screaming into the void over here. phone won't let me restore to backup, says my password is wrong. but it's not wrong. help.",APPLE_ID_AND_ICLOUD,ESCALATE,"Account recovery, credential resets, and 2FA authentication cannot be safely resolved over public social channels.",Direct to iforgot.apple.com for self-service credential recovery or invite to DM for account status review.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_126,fba05666aec048c550089d9bc5ac8f53,Why does the wifi keep turning itself back on when I turn it off in iOS 11? Why does exiting airplane mode turn everything on?,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_127,bb7cacd75eeefa4a0930ded31dfd484a,My battery has become the worst after updating to IOS 11.0.1,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_128,a9f55616f04bc4d42200ab35302f6d60,Pq meu celular diminuiu a qualidade das fotos da galeria ?,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_129,c5b57a5a13e1b7164ea3d9dc4545f548,updating to #ios11 big mistake. Phone keeps crashing. Apps don't work. And I am on a 6s! I hate it. 😡,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_130,d9d0545096876c9a7cebca60ac07a8d3,my iPhone,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_131,a085a252fb4d6007b21382610d7e21ab,- https://t.co/jbcpYvd2Ws: Hey is my iphone suddenly being 100% wrong about everything,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_132,6d08401c57f75d61299c549ea72ffbdf,can y'all fix the damn podcast app,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_133,f4750f8ff2e692ccdecc4e4cf315a320,can you guys fix the damn ios 11. My phone has been lagging and the battery dies quickly,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_134,d59b1021d0fb7fb239073cc8f0f533fc,Ever since the new IOS11 updates all my phone does is freeze constantly! 😩😡,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_135,548a4d165ef9051a0deb56082b48d504,this #iPhone update totally sucks. I use my phone for work and you have made my day horrible with this. What's up?!,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_136,d0d4c901d774779d369915cc1b027981,⬇️ my iPhone 📱 battery 🔋 drains quickly after iOS 11 update ugh 😑 FYI 🤦🏻‍♀️😭😭😭 https://t.co/m0C6MIgLXo,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_137,b4a81b7c9e33691a0fffa3401d4f4145,"Guys, the new update is making my apps crash and its too slow, and its heating up my phone, so plz fix it up 😊",IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_138,e6da56e89c54b7f37a5b1ccd0fa2ed61,como es posible que un iphone 6 plus no funcione correctamente en ios 11?Un smartphone de 800€ con un rendimiento inadmisible,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_139,eebbab429135c93814aea10d1e0c09e7,what's up my phones battery the last up date was not good,BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_140,3ab485027286795a5b4a97f2b11edc29,me too. What's with this update https://t.co/w6lwcfA1xg,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_141,1e2aa2a1bc7825e8d02bbd9043588631,"Starting today, Instagram is crashing on iOS11. Also, battery is draining like water on my iPhone. Can you do anything?",BATTERY_AND_HARDWARE,AUTO_HANDLE,Standard on-device battery health diagnostic and power-saving optimization steps available.,Recommend checking Settings > Battery > Battery Health and optimizing background app refresh.,EASY,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_142,e426bf742e70d534e4b6065e59ff9aaf,since 11.0 update my iPhone 7+ Bluetooth drops out within 1 song on Bluetooth speakers Sony XB2 - iPhone 5 works fine. Pls fix,IOS_SOFTWARE_UPDATE,AUTO_HANDLE,"Standard iOS software troubleshooting steps (force restart, storage check, update) apply.",Advise force restart and verifying Settings > General > Software Update.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_143,cac82bfa5ba2ccd2e98f35716acc1afa,Worst #iPhoneUpdate ever! Phone not working properly,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_144,cb3847e6c448b8eeb3a2374cbc7e4b6d,Seems like is against making quality products Sent my 7 in to get it repaired and one day in the loaner they gave me is having issues,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_145,a3141a2b45c293ae37edacb4695ed9bf,yI'm trying to activate touch passcode but it's not working with update 11.2 could you please help me urgent ???,DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,Touch ID and passcode configuration steps available in iOS settings.,"Guide user to Settings > Touch ID & Passcode to toggle Touch ID on and set up fingerprint recognition, or perform a restart if grayed out.",MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_146,998c3c18398e4e674a5acdf3d7904949,My 📱 is 6s and since i run the IOS 11 with all the fix bug issues my📱 is keep lagging,CUSTOMER_FEEDBACK_COMPLAINT,ESCALATE,High customer frustration or brand reputation risk requires empathetic senior human intervention.,Acknowledge frustration with utmost empathy and transfer to a senior support representative.,HARD,candidate_author,2026-09-11,MANUALLY_AUDITED
GOLD_147,ade08e34f83daf752ff1a9f0d3a38c57,"Пришло фишинговое письмо от имени New phishing emails began to come from your name, I think you should know about it. https://t.co/DzsrpCqdce",DEVICE_SETUP_AND_USAGE,AUTO_HANDLE,General inquiry addressable with clarifying questions and standard support resources.,Offer assistance and request iOS version and model details.,MEDIUM,candidate_author,2026-09-11,MANUALLY_AUDITED
